comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
Los problemas técnicos son constantes y afectan mucho a mi aprendizaje. Este punto me genera bastante frustración. Las grabaciones mantienen una calidad más que correcta.,muy_negativo,tecnologia,queja,medio,1,2,clase_calidad_audio,1,2
"La tecnología utilizada es correcta, con algún fallo puntual. La plataforma permite seguir la clase incluso desde el móvil.",neutral,tecnologia,formal,medio,2,4,clase_visibilidad_pantalla,2,4
"Analizando lo que he aprendido siento que la estructura de las sesiones es razonable, pero algo predecible. Creo que aún se podrían mejorar algunos detalles.",neutral,metodologia,constructivo,medio,2,4,contenidos_adecuados,2,4
"El temario cumple, sin aportar nada extraordinario. Encuentro referencias útiles para seguir investigando por mi cuenta.",neutral,contenido,formal,medio,2,4,contenidos_adecuados,2,4
En mi día a día con el curso observo que estoy muy decepcionado con el enfoque y selección del temario. Este punto me genera bastante frustración.,muy_negativo,contenido,queja,corto,1,2,conocimientos_utiles_futuro,1,2
Al repasar mis notas concluyo que no recomendaría este curso a otras personas. Este punto me genera bastante frustración. Es un hito importante dentro de mi itinerario profesional.,muy_negativo,general,queja,medio,1,2,ninguno,1,5
"Si pienso en el progreso del curso, creo que siempre que he tenido una duda, el soporte me ha ayudado de inmediato. Valoro mucho este aspecto del curso. Se refleja en los resultados que obtengo en cada entrega.",muy_positivo,soporte,elogio,largo,4,5,utilidad_anuncios,4,5
En mi día a día con el curso observo que mi experiencia global con el curso ha sido claramente negativa. Este punto me genera bastante frustración. Es una formación que recomendaría a otros perfiles como el mío. Creo que resume bien cómo vivo el curso.,muy_negativo,general,queja,largo,1,2,ninguno,1,5
Me cuesta mantener la atención durante toda la clase. Este punto me genera bastante frustración. El equipo docente cuida los ritmos y los descansos.,negativo,clase,queja,corto,1,3,clase_horario,1,3
"Cuando comparo esta formación con otras, percibo que las clases se me hacen muy pesadas y difíciles de seguir. Este punto me genera bastante frustración. El equipo docente cuida los ritmos y los descansos. Para mí, marca la diferencia respecto a otros programas.",muy_negativo,clase,queja,largo,1,2,clase_conveniencia_dia,1,2
Siento que la forma de trabajo dificulta mi aprendizaje en lugar de ayudar. Las dinámicas se integran bien con los objetivos de cada módulo. Me ayuda a decidir en qué módulos profundizar.,muy_negativo,metodologia,formal,largo,1,2,grado_dificultad,1,2
Desde el primer módulo he sentido que las clases se me pasan rápido porque son dinámicas y entretenidas. Es un aspecto que comparto también con mis compañeros.,muy_positivo,clase,informal,largo,4,5,clase_duracion,4,5
A lo largo de estas semanas he notado que las incidencias se acumulan sin una solución clara. Siempre encontramos a alguien disponible en el campus virtual. Me ayuda a decidir en qué módulos profundizar.,muy_negativo,soporte,formal,largo,1,2,utilidad_anuncios,1,2
No siento que el equipo de soporte se preocupe por mis problemas. Este punto me genera bastante frustración. Siempre encontramos a alguien disponible en el campus virtual. Creo que resume bien cómo vivo el curso.,muy_negativo,soporte,queja,largo,1,2,velocidad_respuesta,1,2
"En mi día a día con el curso observo que las clases son correctas, sin algo especialmente destacable. Me gustaría que se introdujeran cambios en este sentido. Para mí, marca la diferencia respecto a otros programas.",neutral,clase,sugerencia,medio,2,4,clase_horario,2,4
"Desde el primer módulo he sentido que las soluciones que me han dado no siempre han sido claras. Detectan incidencias antes de que se conviertan en un problema. Para mí, marca la diferencia respecto a otros programas.",negativo,soporte,informal,medio,1,3,velocidad_respuesta,1,3
"Cuando comparo esta formación con otras, percibo que me siento muy acompañado por el soporte académico y técnico.",muy_positivo,soporte,elogio,corto,4,5,velocidad_respuesta,4,5
Al repasar mis notas concluyo que la experiencia general ha sido peor de lo que esperaba.,muy_negativo,general,formal,medio,1,2,ninguno,1,5
El curso ha superado mis expectativas en casi todos los aspectos. Refuerza mi decisión de apostar por el sector tecnológico.,muy_positivo,general,formal,medio,4,5,ninguno,1,5
El programa del curso cubre exactamente lo que esperaba aprender. Es un aspecto que comparto también con mis compañeros.,muy_positivo,contenido,formal,medio,4,5,contenidos_adecuados,4,5
Con la mente puesta en mis objetivos profesionales valoro que el soporte suele responder en un tiempo razonable. Valoro mucho este aspecto del curso. Lo tengo muy presente cuando hablo de la escuela.,positivo,soporte,elogio,largo,3,5,utilidad_anuncios,3,5
Analizando lo que he aprendido siento que las soluciones que me han dado no siempre han sido claras.,negativo,soporte,formal,corto,1,3,utilidad_anuncios,1,3
"Desde el primer módulo he sentido que he tenido algunas incidencias técnicas, pero nada grave.",neutral,tecnologia,formal,corto,2,4,clase_calidad_conexion,2,4
Desde el primer módulo he sentido que estoy muy insatisfecho con la atención recibida por parte del soporte. Este punto me genera bastante frustración. El seguimiento individual ayuda a no perder el ritmo.,muy_negativo,soporte,queja,medio,1,2,utilidad_anuncios,1,2
"Al repasar mis notas concluyo que las actividades son aceptables, aunque podrían ser más variadas.",neutral,metodologia,formal,medio,2,4,contenidos_adecuados,2,4
Me siento muy acompañado por el profesor durante todo el curso. Valoro mucho este aspecto del curso. Es un aspecto que comparto también con mis compañeros.,muy_positivo,profesor,elogio,largo,4,5,mantiene_atencion,4,5
Tras varias sesiones puedo decir que las explicaciones del profesor son buenas y ayudan a entender la materia. Creo que aún se podrían mejorar algunos detalles. Me anima a preparar las sesiones con antelación. Creo que resume bien cómo vivo el curso.,positivo,profesor,constructivo,largo,3,5,recomendaria_profesor,3,5
El profesor domina el contenido y sabe transmitirlo de manera excelente. Valoro mucho este aspecto del curso. Se refleja en los resultados que obtengo en cada entrega.,muy_positivo,profesor,elogio,largo,4,5,preparado_clases,4,5
"En conversaciones con mis compañeros coincidimos en que cuando he tenido incidencias, se han resuelto adecuadamente. La comunicación por correo y chat está bien coordinada.",positivo,soporte,informal,corto,3,5,velocidad_respuesta,3,5
"Tras varias sesiones puedo decir que a veces tardan un poco en contestar, pero termina resolviéndose. Detectan incidencias antes de que se conviertan en un problema. Es un aspecto que comparto también con mis compañeros.",neutral,soporte,informal,medio,2,4,velocidad_respuesta,2,4
"En mi día a día con el curso observo que la tecnología utilizada es correcta, con algún fallo puntual.",neutral,tecnologia,sugerencia,corto,2,4,clase_calidad_conexion,2,4
Mirando mi avance hasta ahora entiendo que he tenido que insistir más de una vez para resolver algunos problemas. Creo que aún se podrían mejorar algunos detalles. Detectan incidencias antes de que se conviertan en un problema. Es un aspecto que comparto también con mis compañeros.,negativo,soporte,constructivo,largo,1,3,utilidad_anuncios,1,3
"Al repasar mis notas concluyo que la plataforma cumple su función, sin destacar demasiado. La plataforma permite seguir la clase incluso desde el móvil.",neutral,tecnologia,formal,corto,2,4,clase_calidad_conexion,2,4
En mi día a día con el curso observo que me siento perdido en las clases por la falta de claridad del profesor. Creo que resume bien cómo vivo el curso.,muy_negativo,profesor,formal,medio,1,2,recomendaria_profesor,1,2
Tras varias sesiones puedo decir que la forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Este punto me genera bastante frustración. Se nota que cada bloque responde a un propósito concreto.,negativo,metodologia,queja,corto,1,3,conocimientos_utiles_futuro,1,3
Tras varias sesiones puedo decir que el nivel del contenido me parece adecuado pero no especialmente diferencial. Creo que aún se podrían mejorar algunos detalles. Aporta claridad sobre temas que antes veía confusos. Creo que resume bien cómo vivo el curso.,neutral,contenido,constructivo,largo,2,4,conocimientos_utiles_futuro,2,4
La organización de cada sesión hace que aproveche muy bien el tiempo. Las interacciones con los compañeros enriquecen las sesiones.,muy_positivo,clase,formal,medio,4,5,clase_conveniencia_dia,4,5
En general estoy satisfecho con cómo el profesor lleva las clases. Valoro mucho este aspecto del curso. La disponibilidad del profesorado genera mucha confianza.,positivo,profesor,elogio,corto,3,5,mantiene_atencion,3,5
Con la mente puesta en mis objetivos profesionales valoro que el soporte casi nunca responde a tiempo a mis consultas. Siempre encontramos a alguien disponible en el campus virtual. Es un aspecto que comparto también con mis compañeros.,muy_negativo,soporte,formal,largo,1,2,utilidad_anuncios,1,2
Con la mente puesta en mis objetivos profesionales valoro que el contenido del curso está muy bien seleccionado y actualizado. Creo que resume bien cómo vivo el curso.,muy_positivo,contenido,formal,medio,4,5,contenidos_adecuados,4,5
"Cuando comparo esta formación con otras, percibo que el profesor domina el contenido y sabe transmitirlo de manera excelente. El acompañamiento docente es clave para que avance. Me ayuda a decidir en qué módulos profundizar.",muy_positivo,profesor,informal,largo,4,5,preparado_clases,4,5
"Desde mi perspectiva personal considero que la mayoría de las sesiones me parecen poco aprovechables. Este punto me genera bastante frustración. Para mí, marca la diferencia respecto a otros programas.",muy_negativo,clase,queja,largo,1,2,clase_horario,1,2
"Cuando comparo esta formación con otras, percibo que la atención al alumno es excelente y muy cercana. La comunicación por correo y chat está bien coordinada. Es algo que impacta en mi motivación diaria.",muy_positivo,soporte,formal,largo,4,5,velocidad_respuesta,4,5
Analizando lo que he aprendido siento que hay un buen equilibrio entre explicación y ejercicios prácticos. Creo que aún se podrían mejorar algunos detalles. Se nota que cada bloque responde a un propósito concreto.,positivo,metodologia,constructivo,medio,3,5,conocimientos_utiles_futuro,3,5
"El soporte responde de forma correcta, sin destacar demasiado. La comunicación por correo y chat está bien coordinada.",neutral,soporte,informal,medio,2,4,utilidad_anuncios,2,4
Parte del contenido me ha parecido desactualizado o repetitivo. Creo que aún se podrían mejorar algunos detalles. Aporta claridad sobre temas que antes veía confusos.,negativo,contenido,constructivo,corto,1,3,contenidos_adecuados,1,3
Desde el primer módulo he sentido que la calidad de audio y vídeo en las clases online es excelente. La plataforma permite seguir la clase incluso desde el móvil.,muy_positivo,tecnologia,informal,medio,4,5,clase_visibilidad_pantalla,4,5
En conversaciones con mis compañeros coincidimos en que no estoy nada satisfecho con la forma de enseñar del profesor. Este punto me genera bastante frustración. La disponibilidad del profesorado genera mucha confianza.,muy_negativo,profesor,queja,medio,1,2,mantiene_atencion,1,2
Desde mi perspectiva personal considero que en general la plataforma responde bien y es estable. Creo que aún se podrían mejorar algunos detalles. La parte digital nunca me ha dejado fuera de una actividad.,positivo,tecnologia,constructivo,medio,3,5,clase_calidad_conexion,3,5
Mirando mi avance hasta ahora entiendo que he tenido que insistir más de una vez para resolver algunos problemas. Este punto me genera bastante frustración. El feedback que recibo es claro y accionable.,negativo,soporte,queja,medio,1,3,velocidad_respuesta,1,3
Desde el primer módulo he sentido que en general estoy contento con el curso. Creo que aún se podrían mejorar algunos detalles. Es un hito importante dentro de mi itinerario profesional.,positivo,general,constructivo,corto,3,5,ninguno,1,5
A lo largo de estas semanas he notado que estoy muy decepcionado con el resultado final del curso. Este punto me genera bastante frustración.,muy_negativo,general,queja,medio,1,2,ninguno,1,5
Tras varias sesiones puedo decir que la plataforma a veces se bloquea o responde lenta.,negativo,tecnologia,formal,corto,1,3,clase_calidad_audio,1,3
Las incidencias se acumulan sin una solución clara. Este punto me genera bastante frustración.,muy_negativo,soporte,queja,medio,1,2,utilidad_anuncios,1,2
Desde mi perspectiva personal considero que me encanta la combinación de teoría y práctica que se utiliza en el curso.,muy_positivo,metodologia,formal,corto,4,5,organiza_actividades,4,5
Analizando lo que he aprendido siento que me siento cómodo participando en las clases. Lo tengo muy presente cuando hablo de la escuela.,positivo,clase,informal,largo,3,5,clase_duracion,3,5
A lo largo de estas semanas he notado que el programa del curso cubre exactamente lo que esperaba aprender. Cada unidad conecta con tendencias actuales del sector.,muy_positivo,contenido,informal,corto,4,5,conocimientos_utiles_futuro,4,5
Con la mente puesta en mis objetivos profesionales valoro que me cuesta mantener la atención durante toda la clase.,negativo,clase,formal,medio,1,3,clase_horario,1,3
El profesor domina el contenido y sabe transmitirlo de manera excelente. Valoro mucho este aspecto del curso. Siento que el equipo debería tenerlo en cuenta.,muy_positivo,profesor,elogio,largo,4,5,recomendaria_profesor,4,5
Con la mente puesta en mis objetivos profesionales valoro que estoy muy decepcionado con el enfoque y selección del temario.,muy_negativo,contenido,formal,medio,1,2,conocimientos_utiles_futuro,1,2
En mi día a día con el curso observo que el soporte suele responder en un tiempo razonable. Detectan incidencias antes de que se conviertan en un problema. Define la confianza que tengo en seguir avanzando.,positivo,soporte,formal,largo,3,5,utilidad_anuncios,3,5
Al repasar mis notas concluyo que la organización de cada sesión hace que aproveche muy bien el tiempo. Valoro mucho este aspecto del curso. El equipo docente cuida los ritmos y los descansos. Es un aspecto que comparto también con mis compañeros.,muy_positivo,clase,elogio,largo,4,5,clase_horario,4,5
Analizando lo que he aprendido siento que a veces las clases son más interesantes y otras más densas. La organización del aula está pensada para colaborar. Se refleja en los resultados que obtengo en cada entrega.,neutral,clase,informal,largo,2,4,clase_duracion,2,4
La atención es aceptable pero podría ser más proactiva. Me gustaría que se introdujeran cambios en este sentido.,neutral,soporte,sugerencia,medio,2,4,velocidad_respuesta,2,4
"Si pienso en el progreso del curso, creo que no tengo una opinión muy fuerte sobre el soporte, es razonable. La comunicación por correo y chat está bien coordinada. Es algo que impacta en mi motivación diaria.",neutral,soporte,formal,largo,2,4,utilidad_anuncios,2,4
Algunos temas del contenido me han resultado poco relevantes.,negativo,contenido,informal,corto,1,3,contenidos_adecuados,1,3
A lo largo de estas semanas he notado que en general estoy contento con el curso. Me gustaría que se introdujeran cambios en este sentido. Veo coherencia entre lo prometido y lo que recibimos.,positivo,general,sugerencia,corto,3,5,ninguno,1,5
El nivel del contenido me parece adecuado pero no especialmente diferencial. Creo que aún se podrían mejorar algunos detalles.,neutral,contenido,constructivo,corto,2,4,contenidos_adecuados,2,4
Las clases se me pasan rápido porque son dinámicas y entretenidas. El ambiente que se genera invita a preguntar sin miedo.,muy_positivo,clase,informal,corto,4,5,clase_duracion,4,5
"No tengo una opinión muy fuerte sobre el soporte, es razonable. Me gustaría que se introdujeran cambios en este sentido. El feedback que recibo es claro y accionable. Me ayuda a decidir en qué módulos profundizar.",neutral,soporte,sugerencia,largo,2,4,utilidad_anuncios,2,4
"Las explicaciones del profesor son buenas y ayudan a entender la materia. Hace que las dudas se resuelvan con rapidez. Para mí, marca la diferencia respecto a otros programas.",positivo,profesor,informal,medio,3,5,dominio_materia,3,5
Analizando lo que he aprendido siento que el programa del curso cubre exactamente lo que esperaba aprender. Siento que el temario está vivo y se actualiza con frecuencia. Define la confianza que tengo en seguir avanzando.,muy_positivo,contenido,informal,largo,4,5,contenidos_adecuados,4,5
"El profesor cumple con su función, sin destacar especialmente.",neutral,profesor,sugerencia,corto,2,4,mantiene_atencion,2,4
"Desde mi perspectiva personal considero que en conjunto, el curso no ha cumplido del todo mis expectativas.",negativo,general,informal,medio,1,3,ninguno,1,5
No he encontrado utilidad real en la mayoría de los contenidos. Este punto me genera bastante frustración. Hay ejemplos que puedo trasladar directamente a mis proyectos. Creo que resume bien cómo vivo el curso.,muy_negativo,contenido,queja,medio,1,2,contenidos_adecuados,1,2
Algunas sesiones se sienten poco productivas. Define la confianza que tengo en seguir avanzando.,negativo,clase,informal,largo,1,3,clase_duracion,1,3
"Desde el primer módulo he sentido que no tengo una opinión muy marcada sobre el profesor, es aceptable. Creo que resume bien cómo vivo el curso.",neutral,profesor,formal,largo,2,4,recomendaria_profesor,2,4
Analizando lo que he aprendido siento que no he encontrado utilidad real en la mayoría de los contenidos. Encuentro referencias útiles para seguir investigando por mi cuenta.,muy_negativo,contenido,formal,corto,1,2,conocimientos_utiles_futuro,1,2
Repetiría una formación similar con esta escuela. Valoro mucho este aspecto del curso. Veo coherencia entre lo prometido y lo que recibimos. Me ayuda a decidir en qué módulos profundizar.,positivo,general,elogio,largo,3,5,ninguno,1,5
Con la mente puesta en mis objetivos profesionales valoro que el contenido del curso no ha cumplido mis expectativas.,muy_negativo,contenido,formal,corto,1,2,contenidos_adecuados,1,2
Desde el primer módulo he sentido que la calidad técnica es muy mala y rompe el flujo de las clases. Se aprovechan bien las herramientas colaborativas online.,muy_negativo,tecnologia,formal,medio,1,2,clase_visibilidad_pantalla,1,2
En general estoy satisfecho con cómo el profesor lleva las clases. Valoro mucho este aspecto del curso. El acompañamiento docente es clave para que avance. Creo que resume bien cómo vivo el curso.,positivo,profesor,elogio,largo,3,5,accesible_y_atiende_consultas,3,5
No siempre el profesor responde de forma clara a las dudas.,negativo,profesor,formal,corto,1,3,recomendaria_profesor,1,3
En conversaciones con mis compañeros coincidimos en que la plataforma a veces se bloquea o responde lenta. Creo que aún se podrían mejorar algunos detalles.,negativo,tecnologia,constructivo,medio,1,3,clase_visibilidad_pantalla,1,3
En conversaciones con mis compañeros coincidimos en que la experiencia global ha sido algo decepcionante. Siento que aprovecho cada hora dedicada a este programa.,negativo,general,informal,corto,1,3,ninguno,1,5
Me siento cómodo participando en las clases. Creo que aún se podrían mejorar algunos detalles. El ambiente que se genera invita a preguntar sin miedo.,positivo,clase,constructivo,corto,3,5,clase_horario,3,5
Tras varias sesiones puedo decir que la dedicación del profesor marca una diferencia enorme en mi aprendizaje. Me anima a preparar las sesiones con antelación. Me ayuda a decidir en qué módulos profundizar.,muy_positivo,profesor,informal,largo,4,5,mantiene_atencion,4,5
A veces las clases son más interesantes y otras más densas. El equipo docente cuida los ritmos y los descansos.,neutral,clase,formal,corto,2,4,clase_duracion,2,4
A lo largo de estas semanas he notado que en general estoy contento con el curso.,positivo,general,constructivo,corto,3,5,ninguno,1,5
Siento que pierdo el tiempo en bastantes sesiones. Este punto me genera bastante frustración. Es algo que impacta en mi motivación diaria.,muy_negativo,clase,queja,medio,1,2,clase_conveniencia_dia,1,2
Desde el primer módulo he sentido que no tengo una percepción especialmente buena del curso en general. Creo que aún se podrían mejorar algunos detalles. Es un hito importante dentro de mi itinerario profesional. Siento que el equipo debería tenerlo en cuenta.,negativo,general,constructivo,largo,1,3,ninguno,1,5
La metodología a veces hace que las clases se sientan algo monótonas. Creo que aún se podrían mejorar algunos detalles.,negativo,metodologia,constructivo,medio,1,3,organiza_actividades,1,3
"A lo largo de estas semanas he notado que cuando he tenido incidencias, se han resuelto adecuadamente. Siempre encontramos a alguien disponible en el campus virtual. Es un aspecto que comparto también con mis compañeros.",positivo,soporte,formal,largo,3,5,velocidad_respuesta,3,5
Mirando mi avance hasta ahora entiendo que los problemas técnicos son constantes y afectan mucho a mi aprendizaje. El soporte técnico interviene con rapidez cuando hace falta. Es algo que impacta en mi motivación diaria.,muy_negativo,tecnologia,formal,medio,1,2,clase_calidad_conexion,1,2
Desde mi perspectiva personal considero que no disfruto las clases y a menudo desconecto. El ambiente que se genera invita a preguntar sin miedo. Me ayuda a decidir en qué módulos profundizar.,muy_negativo,clase,formal,largo,1,2,clase_horario,1,2
A lo largo de estas semanas he notado que el formato de las sesiones me ayuda a seguir el hilo del curso. El ambiente que se genera invita a preguntar sin miedo. Lo tengo muy presente cuando hablo de la escuela.,positivo,clase,formal,largo,3,5,clase_duracion,3,5
"Al repasar mis notas concluyo que la metodología del curso me resulta correcta, sin destacar demasiado. Creo que resume bien cómo vivo el curso.",neutral,metodologia,informal,medio,2,4,contenidos_adecuados,2,4
Tras varias sesiones puedo decir que la atención al alumno es excelente y muy cercana. Detectan incidencias antes de que se conviertan en un problema. Esa impresión se mantiene con el paso de las semanas.,muy_positivo,soporte,formal,medio,4,5,velocidad_respuesta,4,5
"Mirando mi avance hasta ahora entiendo que las actividades planteadas encajan bien con los objetivos del curso. Me gustaría que se introdujeran cambios en este sentido. Las dinámicas se integran bien con los objetivos de cada módulo. Para mí, marca la diferencia respecto a otros programas.",positivo,metodologia,sugerencia,largo,3,5,organiza_actividades,3,5
Analizando lo que he aprendido siento que la experiencia en clase es razonable y estable.,neutral,clase,sugerencia,corto,2,4,clase_conveniencia_dia,2,4
Al repasar mis notas concluyo que me encanta la combinación de teoría y práctica que se utiliza en el curso. Valoro mucho este aspecto del curso. Consigue equilibrar teoría y casos reales de forma constante. Lo tengo muy presente cuando hablo de la escuela.,muy_positivo,metodologia,elogio,largo,4,5,contenidos_adecuados,4,5
Al repasar mis notas concluyo que los materiales del curso aportan valor y complementan bien las clases. Me gustaría que se introdujeran cambios en este sentido.,positivo,contenido,sugerencia,corto,3,5,contenidos_adecuados,3,5
Recomendaría este curso sin dudarlo a otras personas. Veo coherencia entre lo prometido y lo que recibimos. Se refleja en los resultados que obtengo en cada entrega.,muy_positivo,general,informal,largo,4,5,ninguno,1,5
Mirando mi avance hasta ahora entiendo que muchos temas me parecen irrelevantes para mis objetivos. Este punto me genera bastante frustración. Cada unidad conecta con tendencias actuales del sector.,muy_negativo,contenido,queja,medio,1,2,contenidos_adecuados,1,2
"El profesor cumple con su función, sin destacar especialmente. Me gustaría que se introdujeran cambios en este sentido. Para mí, marca la diferencia respecto a otros programas.",neutral,profesor,sugerencia,largo,2,4,accesible_y_atiende_consultas,2,4
Desde el primer módulo he sentido que la calidad de la conexión suele ser buena. Me gustaría que se introdujeran cambios en este sentido. Se aprovechan bien las herramientas colaborativas online.,positivo,tecnologia,sugerencia,medio,3,5,clase_calidad_audio,3,5
"Desde el primer módulo he sentido que las actividades son aceptables, aunque podrían ser más variadas. Me gustaría que se introdujeran cambios en este sentido. Las dinámicas se integran bien con los objetivos de cada módulo. Siento que el equipo debería tenerlo en cuenta.",neutral,metodologia,sugerencia,largo,2,4,conocimientos_utiles_futuro,2,4
Desde el primer módulo he sentido que el profesor domina el contenido y sabe transmitirlo de manera excelente. Valoro mucho este aspecto del curso.,muy_positivo,profesor,elogio,corto,4,5,recomendaria_profesor,4,5
Analizando lo que he aprendido siento que estoy muy satisfecho con la experiencia global del curso. Valoro mucho este aspecto del curso. Veo coherencia entre lo prometido y lo que recibimos. Me ayuda a decidir en qué módulos profundizar.,muy_positivo,general,elogio,largo,4,5,ninguno,1,5
En mi día a día con el curso observo que el contenido del curso no ha cumplido mis expectativas.,muy_negativo,contenido,queja,corto,1,2,contenidos_adecuados,1,2
Con la mente puesta en mis objetivos profesionales valoro que recomendaría este curso sin dudarlo a otras personas. Siento que aprovecho cada hora dedicada a este programa. Es un aspecto que comparto también con mis compañeros.,muy_positivo,general,informal,largo,4,5,ninguno,1,5
Parte del contenido me ha parecido desactualizado o repetitivo. Es algo que impacta en mi motivación diaria.,negativo,contenido,formal,medio,1,3,conocimientos_utiles_futuro,1,3
"Si pienso en el progreso del curso, creo que la experiencia general ha sido muy positiva para mí. Siento que el equipo debería tenerlo en cuenta.",muy_positivo,general,informal,largo,4,5,ninguno,1,5
Con la mente puesta en mis objetivos profesionales valoro que la plataforma funciona de forma muy fluida y sin interrupciones. Lo tengo muy presente cuando hablo de la escuela.,muy_positivo,tecnologia,formal,largo,4,5,clase_visibilidad_pantalla,4,5
"Las actividades son aceptables, aunque podrían ser más variadas. Esa impresión se mantiene con el paso de las semanas.",neutral,metodologia,formal,largo,2,4,conocimientos_utiles_futuro,2,4
Analizando lo que he aprendido siento que la experiencia general ha sido muy positiva para mí. Refuerza mi decisión de apostar por el sector tecnológico.,muy_positivo,general,informal,medio,4,5,ninguno,1,5
Al repasar mis notas concluyo que las explicaciones del profesor son buenas y ayudan a entender la materia. Valoro mucho este aspecto del curso. El acompañamiento docente es clave para que avance.,positivo,profesor,elogio,medio,3,5,preparado_clases,3,5
En mi día a día con el curso observo que las respuestas del equipo de soporte son útiles la mayoría de las veces. Creo que aún se podrían mejorar algunos detalles. El feedback que recibo es claro y accionable.,positivo,soporte,constructivo,corto,3,5,velocidad_respuesta,3,5
El ritmo de clase no siempre se adapta al grupo. Las interacciones con los compañeros enriquecen las sesiones. Es un aspecto que comparto también con mis compañeros.,negativo,clase,formal,largo,1,3,clase_horario,1,3
El curso ha superado mis expectativas en casi todos los aspectos. Siento que el equipo debería tenerlo en cuenta.,muy_positivo,general,informal,largo,4,5,ninguno,1,5
Desde mi perspectiva personal considero que el equipo de soporte responde rápido y soluciona los problemas eficazmente. Define la confianza que tengo en seguir avanzando.,muy_positivo,soporte,informal,largo,4,5,utilidad_anuncios,4,5
Con la mente puesta en mis objetivos profesionales valoro que la experiencia general ha sido muy positiva para mí.,muy_positivo,general,formal,corto,4,5,ninguno,1,5
Al repasar mis notas concluyo que no estoy nada satisfecho con la forma de enseñar del profesor. Este punto me genera bastante frustración. Noto que el enfoque del docente está muy actualizado.,muy_negativo,profesor,queja,medio,1,2,recomendaria_profesor,1,2
Las clases tienen un ritmo muy bueno y mantienen mi atención. El equipo docente cuida los ritmos y los descansos.,muy_positivo,clase,informal,medio,4,5,clase_conveniencia_dia,4,5
Desde mi perspectiva personal considero que el ambiente en clase favorece mucho la participación. Valoro mucho este aspecto del curso. El ambiente que se genera invita a preguntar sin miedo.,muy_positivo,clase,elogio,medio,4,5,clase_duracion,4,5
Con la mente puesta en mis objetivos profesionales valoro que siento que la forma de trabajo dificulta mi aprendizaje en lugar de ayudar. Este punto me genera bastante frustración. La secuencia de actividades mantiene el interés del grupo. Esa impresión se mantiene con el paso de las semanas.,muy_negativo,metodologia,queja,medio,1,2,organiza_actividades,1,2
Mirando mi avance hasta ahora entiendo que la mayor parte del contenido me resulta aplicable a mi trabajo. Me gustaría que se introdujeran cambios en este sentido. Creo que resume bien cómo vivo el curso.,positivo,contenido,sugerencia,medio,3,5,conocimientos_utiles_futuro,3,5
Mirando mi avance hasta ahora entiendo que hay partes del contenido que me interesan y otras que no tanto. Lo tengo muy presente cuando hablo de la escuela.,neutral,contenido,formal,largo,2,4,contenidos_adecuados,2,4
He echado en falta mayor profundidad en ciertos apartados.,negativo,contenido,informal,corto,1,3,conocimientos_utiles_futuro,1,3
Al repasar mis notas concluyo que las incidencias se acumulan sin una solución clara. Este punto me genera bastante frustración. Siempre encontramos a alguien disponible en el campus virtual. Se refleja en los resultados que obtengo en cada entrega.,muy_negativo,soporte,queja,largo,1,2,velocidad_respuesta,1,2
Echo en falta más actividades prácticas en esta metodología. La secuencia de actividades mantiene el interés del grupo. Es un aspecto que comparto también con mis compañeros.,negativo,metodologia,formal,largo,1,3,conocimientos_utiles_futuro,1,3
"Desde mi perspectiva personal considero que mi valoración global es intermedia, ni muy alta ni muy baja.",neutral,general,sugerencia,corto,2,4,ninguno,1,5
Desde mi perspectiva personal considero que la mayor parte del contenido me resulta aplicable a mi trabajo.,positivo,contenido,constructivo,corto,3,5,conocimientos_utiles_futuro,3,5
Tras varias sesiones puedo decir que los materiales del curso aportan valor y complementan bien las clases. Me gustaría que se introdujeran cambios en este sentido.,positivo,contenido,sugerencia,corto,3,5,contenidos_adecuados,3,5
"Si pienso en el progreso del curso, creo que me siento cómodo participando en las clases. El equipo docente cuida los ritmos y los descansos.",positivo,clase,formal,medio,3,5,clase_conveniencia_dia,3,5
La mayoría de las sesiones me parecen poco aprovechables.,muy_negativo,clase,formal,corto,1,2,clase_horario,1,2
Hay partes del contenido que me interesan y otras que no tanto. Me gustaría que se introdujeran cambios en este sentido. Siento que el equipo debería tenerlo en cuenta.,neutral,contenido,sugerencia,largo,2,4,contenidos_adecuados,2,4
"Cuando comparo esta formación con otras, percibo que muchos temas me parecen irrelevantes para mis objetivos.",muy_negativo,contenido,formal,medio,1,2,conocimientos_utiles_futuro,1,2
Al repasar mis notas concluyo que el soporte suele responder en un tiempo razonable.,positivo,soporte,formal,medio,3,5,utilidad_anuncios,3,5
He tenido varios problemas técnicos que cortan el ritmo de la sesión. Creo que aún se podrían mejorar algunos detalles. La plataforma permite seguir la clase incluso desde el móvil.,negativo,tecnologia,constructivo,corto,1,3,clase_calidad_audio,1,3
"Si pienso en el progreso del curso, creo que algunos temas del contenido me han resultado poco relevantes. Creo que aún se podrían mejorar algunos detalles. Cada unidad conecta con tendencias actuales del sector. Define la confianza que tengo en seguir avanzando.",negativo,contenido,constructivo,largo,1,3,contenidos_adecuados,1,3
A veces las clases son más interesantes y otras más densas. Me gustaría que se introdujeran cambios en este sentido. La organización del aula está pensada para colaborar. Es algo que impacta en mi motivación diaria.,neutral,clase,sugerencia,largo,2,4,clase_duracion,2,4
