usuario_temp,origen_plataforma,IP_usuario,tiempo_en_pagina,fecha_hora,Localizacion,programa_oferta_click,Id_usuario,Dispositivo,Matriculado
TEMP_002464,Google Ads,60.133.33.94,474,2024-01-31 00:18:55,"Barcelona, España",C0001,,tablet,False
TEMP_002465,Instagram,20.176.53.32,60,2024-04-16 13:41:55,"Lima, Perú",,U00698,mobile,True
TEMP_002466,Google,140.111.116.222,109,2024-08-26 13:16:53,"Buenos Aires, Argentina",C0004,,desktop,False
TEMP_002467,Google,93.30.202.55,10,2025-08-16 14:39:44,"Zaragoza, España",C0001,,desktop,False
TEMP_002468,Instagram,249.170.65.147,452,2024-11-17 10:00:41,"Valparaíso, Chile",C0022,,mobile,False
TEMP_002469,Google,238.234.101.8,235,2025-04-07 11:58:33,"Buenos Aires, Argentina",,,desktop,False
TEMP_002470,Google Ads,21.224.169.185,60,2024-10-01 11:47:25,"Córdoba, Argentina",C0002,,mobile,False
TEMP_002471,Google,184.198.130.97,434,2024-06-06 15:59:35,"Valencia, España",C0023,,tablet,False
TEMP_002472,Google,60.78.192.4,60,2024-09-08 11:59:25,"Madrid, España",C0023,U007,tablet,True
TEMP_002473,Instagram,38.201.166.42,211,2024-01-16 13:02:23,"Valencia, España",C0017,,tablet,False
TEMP_002474,Google Ads,10.57.30.71,431,2025-07-21 14:41:11,"Valparaíso, Chile",C0025,U00555,desktop,True
TEMP_002475,LinkedIn,74.73.211.109,251,2024-03-02 15:43:07,"Madrid, España",C0016,,mobile,False
TEMP_002476,Google,55.191.125.227,106,2024-07-02 14:46:36,"Lyon, Francia",C0010,,mobile,False
TEMP_002477,Instagram,224.202.248.136,101,2024-02-03 07:50:52,"Monterrey, México",C0031,U00561,desktop,True
TEMP_002478,Instagram,140.0.43.41,180,2024-05-16 12:46:02,"Arequipa, Perú",C0002,,mobile,False
TEMP_002479,Google Ads,235.64.159.106,60,2024-03-15 16:24:36,"Santiago, Chile",,U00361,desktop,True
TEMP_002480,Google,196.92.240.131,75,2024-04-13 12:57:59,"Lyon, Francia",C0028,U00626,mobile,True
TEMP_002481,LinkedIn,63.105.93.185,400,2024-02-06 12:30:18,"Guadalajara, México",C0015,,mobile,False
TEMP_002482,Google,83.13.200.253,82,2025-01-25 08:17:08,"Sevilla, España",,,mobile,False
TEMP_002483,Google Ads,64.215.10.86,464,2025-08-12 11:40:04,"Sevilla, España",C0028,U00362,desktop,True
TEMP_002484,Google,3.101.155.245,103,2024-07-21 02:08:50,"Zaragoza, España",C0022,,mobile,False
TEMP_002485,Google Ads,215.239.167.100,60,2024-12-29 16:01:20,"Lisboa, Portugal",C0003,,desktop,False
TEMP_002486,Google Ads,169.132.158.59,900,2024-09-24 14:54:14,"Bilbao, España",C0018,,mobile,False
TEMP_002487,Google Ads,208.252.5.167,411,2024-07-11 13:09:20,"Milán, Italia",,,desktop,False
TEMP_002488,Instagram,224.177.249.70,180,2025-05-01 08:32:26,"Buenos Aires, Argentina",,U00378,desktop,True
TEMP_002489,Instagram,18.142.245.120,292,2024-10-10 09:26:16,"Arequipa, Perú",C0001,U00598,desktop,True
TEMP_002490,Google Ads,69.95.125.110,461,2025-01-29 07:33:30,"Córdoba, Argentina",C0013,,mobile,False
TEMP_002491,Google Ads,152.166.105.163,398,2025-04-01 12:06:09,"Madrid, España",C0024,,mobile,False
TEMP_002492,LinkedIn,169.248.208.143,465,2024-08-05 12:28:26,"Rosario, Argentina",C0006,,mobile,False
TEMP_002493,LinkedIn,46.82.84.74,69,2024-11-18 12:54:57,"Ciudad de México, México",,U00512,desktop,False
TEMP_002494,Instagram,45.52.81.238,273,2025-07-26 09:26:21,"Lyon, Francia",C0010,,mobile,False
TEMP_002495,Google,253.30.182.150,25,2024-03-08 11:04:49,"Roma, Italia",,,tablet,False
TEMP_002496,Google Ads,195.99.132.90,551,2025-04-12 17:29:33,"Valencia, España",,,tablet,False
TEMP_002497,Instagram,178.49.168.126,60,2025-11-06 08:38:25,"Arequipa, Perú",,,mobile,False
TEMP_002498,LinkedIn,204.9.46.155,60,2024-01-27 16:08:10,"Zaragoza, España",C0029,,tablet,False
TEMP_002499,Instagram,96.73.238.230,60,2024-12-18 20:05:37,"Córdoba, Argentina",C0023,,desktop,False
TEMP_002500,Google Ads,100.195.227.41,130,2025-11-04 14:14:22,"Bilbao, España",C0016,U00489,mobile,True
TEMP_002501,Instagram,171.199.51.217,900,2024-05-02 08:49:27,"Zaragoza, España",C0016,,desktop,False
TEMP_002502,LinkedIn,168.225.174.222,126,2024-10-27 10:17:54,"Valencia, España",,U00244,tablet,True
TEMP_002503,Instagram,8.57.136.78,60,2025-02-09 14:55:49,"Monterrey, México",C0020,,mobile,False
TEMP_002504,Google Ads,51.181.254.137,460,2024-03-18 12:42:14,"Santiago, Chile",C0024,U00102,mobile,False
TEMP_002505,Instagram,178.107.152.124,168,2024-03-07 07:53:39,"Buenos Aires, Argentina",C0011,U00675,desktop,True
TEMP_002506,LinkedIn,107.173.206.30,426,2024-02-07 15:43:27,"Barcelona, España",C0001,,mobile,False
TEMP_002507,Instagram,71.43.202.163,60,2024-09-15 05:50:09,"Sevilla, España",C0028,,desktop,False
TEMP_002508,Google Ads,172.160.136.208,79,2025-07-13 03:10:01,"Bilbao, España",C0020,,desktop,False
TEMP_002509,Instagram,41.177.213.53,331,2025-07-23 09:27:36,"Bilbao, España",,,desktop,False
TEMP_002510,Instagram,181.17.41.100,60,2025-02-19 02:04:02,"Madrid, España",C0001,,mobile,False
TEMP_002511,LinkedIn,255.95.109.195,422,2024-10-02 08:43:39,"Madrid, España",,U00390,mobile,True
TEMP_002512,Instagram,204.171.7.222,158,2025-04-03 16:25:03,"Bogotá, Colombia",C0006,,tablet,False
TEMP_002513,Google Ads,91.33.203.81,259,2024-09-30 09:46:45,"Santiago, Chile",C0020,,mobile,False
TEMP_002514,Google,187.73.175.129,274,2024-09-29 06:59:50,"Guadalajara, México",,,mobile,False
TEMP_002515,Instagram,40.55.195.16,59,2024-05-16 12:33:12,"Barcelona, España",C0011,,mobile,False
TEMP_002516,Google Ads,98.127.98.106,129,2025-11-08 10:22:53,"Sevilla, España",C0004,,mobile,False
TEMP_002517,Instagram,248.8.251.184,60,2024-12-15 19:43:51,"Buenos Aires, Argentina",C0003,,mobile,False
TEMP_002518,Google Ads,144.229.102.60,672,2025-09-26 23:38:07,"Málaga, España",C0022,U00174,mobile,True
TEMP_002519,LinkedIn,241.18.183.181,10,2024-03-20 16:47:56,"Madrid, España",,,desktop,False
TEMP_002520,Instagram,238.21.130.132,214,2025-03-26 09:26:57,"Córdoba, Argentina",C0023,,desktop,False
TEMP_002521,Google Ads,25.159.123.127,92,2025-07-24 12:12:50,"Medellín, Colombia",,,tablet,False
TEMP_002522,Google Ads,174.191.169.98,92,2024-12-30 08:20:43,"Madrid, España",C0009,,tablet,False
TEMP_002523,Google,25.159.123.127,145,2025-08-11 15:05:26,"Arequipa, Perú",C0025,,mobile,False
TEMP_002524,Google,87.124.80.87,34,2025-08-16 10:02:42,"Lyon, Francia",,U00298,mobile,True
TEMP_002525,Google Ads,237.38.131.120,623,2025-08-22 17:09:02,"Valencia, España",,,tablet,False
TEMP_002526,Google,23.51.69.120,748,2025-10-27 08:08:41,"Zaragoza, España",C0008,,mobile,False
TEMP_002527,LinkedIn,107.151.96.199,900,2024-01-08 13:30:21,"Barcelona, España",C0025,,mobile,False
TEMP_002528,Instagram,94.218.255.170,900,2025-05-08 12:38:36,"Sevilla, España",C0029,,mobile,False
TEMP_002529,Google,26.228.209.142,113,2025-11-19 11:13:44,"Arequipa, Perú",C0001,,desktop,False
TEMP_002530,Instagram,87.181.157.196,23,2025-08-27 07:36:35,"Medellín, Colombia",,,mobile,False
TEMP_002531,Google Ads,165.211.247.191,60,2024-09-18 17:11:44,"Lima, Perú",C0024,,mobile,False
TEMP_002532,Instagram,82.231.211.121,900,2025-02-08 11:04:14,"Barcelona, España",,U00122,mobile,True
TEMP_002533,LinkedIn,16.244.138.102,189,2024-11-10 21:26:16,"Córdoba, Argentina",C0014,,desktop,False
TEMP_002534,LinkedIn,129.253.243.161,881,2024-12-21 12:50:44,"Valparaíso, Chile",,,mobile,False
TEMP_002535,Google Ads,211.46.65.142,10,2025-08-29 11:22:33,"Arequipa, Perú",C0028,,desktop,False
TEMP_002536,LinkedIn,170.3.148.40,358,2024-08-23 08:35:42,"Ciudad de México, México",C0017,,mobile,False
TEMP_002537,Google Ads,148.72.203.56,60,2025-01-03 19:52:05,"Barcelona, España",C0016,,mobile,False
TEMP_002538,LinkedIn,126.159.40.43,60,2025-09-07 12:24:17,"Sevilla, España",C0021,,mobile,False
TEMP_002539,Instagram,173.9.162.26,156,2025-09-05 20:38:25,"Zaragoza, España",C0019,U00456,mobile,False
TEMP_002540,Google Ads,58.169.228.194,60,2025-05-23 12:44:41,"Bilbao, España",C0030,,mobile,False
TEMP_002541,Instagram,185.223.49.253,169,2025-09-29 19:46:06,"Arequipa, Perú",C0017,U00434,tablet,True
TEMP_002542,Google Ads,229.64.202.254,45,2025-06-17 11:46:16,"Zaragoza, España",C0024,,mobile,False
TEMP_002543,LinkedIn,89.227.5.95,533,2025-09-09 10:29:25,"Valencia, España",C0024,,tablet,False
TEMP_002544,Instagram,157.134.206.231,124,2025-10-20 12:50:28,"Zaragoza, España",,,mobile,False
TEMP_002545,Instagram,11.95.82.78,458,2025-01-30 14:20:55,"Milán, Italia",C0005,U00472,mobile,True
TEMP_002546,Google Ads,64.210.162.228,396,2024-12-29 07:56:52,"Barcelona, España",C0013,,desktop,False
TEMP_002547,LinkedIn,2.248.0.182,900,2025-09-22 11:21:14,"Arequipa, Perú",C0019,,tablet,False
TEMP_002548,Instagram,85.108.65.112,60,2024-05-23 13:07:42,"Rosario, Argentina",C0002,U00293,mobile,False
TEMP_002549,Google,212.17.72.75,636,2024-11-15 04:52:18,"Barcelona, España",C0028,,mobile,False
TEMP_002550,Google Ads,34.38.247.52,801,2025-11-11 15:50:17,"Málaga, España",C0002,,desktop,False
TEMP_002551,Google Ads,206.15.167.116,650,2025-03-25 10:12:40,"Monterrey, México",C0010,,mobile,False
TEMP_002552,Google Ads,138.200.53.2,282,2025-09-04 10:49:27,"Madrid, España",C0001,,desktop,False
TEMP_002553,Instagram,57.205.151.236,41,2024-12-24 18:42:21,"Bogotá, Colombia",C0014,U00466,tablet,True
TEMP_002554,Instagram,213.38.14.6,100,2025-04-05 16:36:10,"Sevilla, España",C0025,,mobile,False
TEMP_002555,Google Ads,49.122.4.221,457,2024-05-11 09:52:08,"Lisboa, Portugal",C0030,U00207,tablet,True
TEMP_002556,Google Ads,123.188.223.9,107,2024-03-30 21:23:12,"Lyon, Francia",C0031,,mobile,False
TEMP_002557,Google Ads,130.39.251.74,60,2024-10-19 14:08:59,"Madrid, España",C0020,,tablet,False
TEMP_002558,Google Ads,255.209.55.69,405,2024-08-10 07:22:36,"Madrid, España",C0018,,tablet,False
TEMP_002559,Google Ads,204.167.63.126,116,2024-02-16 16:45:27,"Barcelona, España",C0003,,desktop,False
TEMP_002560,LinkedIn,237.52.84.229,397,2024-04-18 13:32:48,"Zaragoza, España",C0014,,tablet,False
TEMP_002561,LinkedIn,172.57.73.214,900,2025-09-05 08:09:06,"Barcelona, España",C0029,,tablet,False
TEMP_002562,Google Ads,72.179.126.57,60,2024-01-02 13:09:11,"Santiago, Chile",,,mobile,False
TEMP_002563,Instagram,94.182.205.7,42,2024-03-23 21:43:06,"Málaga, España",C0006,,mobile,False
TEMP_002564,LinkedIn,231.60.166.73,11,2024-05-25 14:07:12,"Lima, Perú",C0020,,mobile,False
TEMP_002565,Instagram,69.227.179.233,361,2024-10-21 16:01:31,"Bilbao, España",,,mobile,False
TEMP_002566,Google,6.69.12.121,454,2024-10-30 20:31:32,"Bogotá, Colombia",,,desktop,False
TEMP_002567,Google Ads,59.170.254.18,60,2025-10-12 12:09:19,"Málaga, España",C0030,,mobile,False
TEMP_002568,Google Ads,114.100.6.108,294,2024-05-21 18:36:41,"Bogotá, Colombia",C0017,,desktop,False
TEMP_002569,LinkedIn,65.78.54.133,33,2024-03-23 13:20:41,"Madrid, España",,U00573,mobile,True
TEMP_002570,Instagram,102.188.90.176,66,2025-04-12 16:15:04,"Zaragoza, España",C0018,,mobile,False
TEMP_002571,LinkedIn,135.89.210.188,128,2025-09-30 07:01:13,"Barcelona, España",C0029,,mobile,False
TEMP_002572,Google Ads,135.136.195.196,80,2024-10-03 12:55:08,"Sevilla, España",C0007,,tablet,False
TEMP_002573,LinkedIn,182.29.58.103,42,2025-10-09 12:24:18,"Málaga, España",,,mobile,False
TEMP_002574,Google,147.101.212.90,41,2024-03-17 19:31:35,"Bilbao, España",,,mobile,False
TEMP_002575,Instagram,139.178.96.142,98,2025-03-25 12:23:52,"Barcelona, España",C0024,,mobile,False
TEMP_002576,Google,186.98.248.137,10,2024-08-07 17:14:34,"Bilbao, España",C0003,,tablet,False
TEMP_002577,Instagram,208.172.137.194,355,2025-06-06 19:29:37,"Santiago, Chile",C0016,U00592,mobile,False
TEMP_002578,Google,119.217.128.188,384,2025-08-08 17:51:13,"Barcelona, España",C0019,,desktop,False
TEMP_002579,Google,53.46.144.216,51,2024-01-13 15:09:30,"Madrid, España",C0028,,mobile,False
TEMP_002580,LinkedIn,188.84.219.170,89,2024-11-23 15:21:45,"Arequipa, Perú",C0022,,mobile,False
TEMP_002581,Instagram,142.253.199.75,10,2024-03-19 09:17:55,"Valencia, España",C0003,,desktop,False
TEMP_002582,Instagram,17.69.45.47,10,2024-12-09 09:15:40,"Barcelona, España",,,desktop,False
TEMP_002583,Instagram,134.251.166.109,383,2025-11-19 12:44:05,"Bogotá, Colombia",C0002,,desktop,False
TEMP_002584,Google,64.200.140.13,63,2025-05-20 12:05:42,"Madrid, España",C0016,,mobile,False
TEMP_002585,Instagram,116.202.235.1,634,2025-10-05 15:13:19,"Guadalajara, México",C0026,,tablet,False
TEMP_002586,Google Ads,34.78.7.73,176,2025-05-14 09:02:33,"Buenos Aires, Argentina",C0010,,desktop,False
TEMP_002587,LinkedIn,55.208.43.28,227,2024-10-12 09:51:51,"Bilbao, España",C0017,,tablet,False
TEMP_002588,Google,57.236.242.169,562,2025-05-29 20:46:51,"Valparaíso, Chile",,,mobile,False
TEMP_002589,LinkedIn,200.232.75.104,65,2025-07-12 14:24:45,"Bilbao, España",C0027,,mobile,False
TEMP_002590,Instagram,8.134.237.8,326,2025-11-24 13:34:06,"Madrid, España",C0028,,mobile,False
TEMP_002591,Instagram,206.91.180.104,279,2024-01-06 16:02:15,"Valparaíso, Chile",C0023,,desktop,False
TEMP_002592,Google,247.151.103.26,900,2024-10-23 09:25:20,"Buenos Aires, Argentina",C0029,,desktop,False
TEMP_002593,LinkedIn,144.251.3.2,66,2025-04-30 12:45:59,"Sevilla, España",C0024,,mobile,False
TEMP_002594,Google,228.68.155.157,60,2025-08-30 15:00:58,"Rosario, Argentina",C0001,,mobile,False
TEMP_002595,Instagram,123.127.176.61,85,2025-05-28 09:53:00,"Buenos Aires, Argentina",C0002,,mobile,False
TEMP_002596,Google Ads,3.48.186.145,60,2025-04-05 01:16:59,"Zaragoza, España",C0015,,mobile,False
TEMP_002597,Google,83.29.93.15,263,2024-09-10 14:15:19,"Lima, Perú",C0010,,tablet,False
TEMP_002598,Google,142.124.235.205,60,2025-08-16 08:19:50,"Sevilla, España",C0009,,mobile,False
TEMP_002599,Google Ads,197.47.9.2,237,2024-03-03 12:00:15,"Guadalajara, México",C0012,,mobile,False
TEMP_002600,LinkedIn,185.22.78.199,469,2024-11-25 11:14:35,"Rosario, Argentina",C0026,,mobile,False
TEMP_002601,Google,154.4.240.239,138,2025-04-15 10:54:15,"Madrid, España",C0008,,mobile,False
TEMP_002602,Instagram,227.54.201.146,23,2025-02-08 18:55:46,"Madrid, España",C0026,,tablet,False
TEMP_002603,Google,251.3.101.25,60,2024-05-19 20:02:15,"Bilbao, España",C0031,U00550,mobile,True
TEMP_002604,LinkedIn,242.43.9.29,27,2024-02-02 13:53:34,"Bilbao, España",C0014,,tablet,False
TEMP_002605,Instagram,247.135.27.101,69,2025-06-15 07:47:46,"Lima, Perú",C0027,U00274,desktop,True
TEMP_002606,Google,109.205.56.30,900,2024-05-05 16:12:08,"Valencia, España",,,desktop,False
TEMP_002607,Instagram,192.110.31.109,688,2024-01-10 15:28:54,"Guadalajara, México",C0016,,mobile,False
TEMP_002608,LinkedIn,109.59.51.25,60,2025-03-31 08:20:18,"Cali, Colombia",C0027,U00109,desktop,True
TEMP_002609,Instagram,215.2.130.5,634,2024-02-15 12:58:21,"Barcelona, España",C0024,,desktop,False
TEMP_002610,Google Ads,206.102.251.14,10,2024-02-01 09:06:20,"Sevilla, España",C0025,,mobile,False
TEMP_002611,LinkedIn,85.101.17.112,130,2024-04-10 10:59:16,"Lyon, Francia",,,tablet,False
TEMP_002612,Instagram,98.191.210.136,307,2024-01-19 12:13:05,"Buenos Aires, Argentina",C0006,,mobile,False
TEMP_002613,Google Ads,145.97.70.95,211,2024-07-22 23:16:18,"Málaga, España",C0027,,mobile,False
TEMP_002614,Google Ads,61.127.164.100,40,2025-05-07 04:30:26,"Sevilla, España",C0006,U00547,mobile,True
TEMP_002615,LinkedIn,117.253.165.12,490,2024-12-20 07:10:56,"Barcelona, España",C0031,,desktop,False
TEMP_002616,Instagram,92.13.224.210,60,2025-02-14 12:55:44,"Valencia, España",C0007,,mobile,False
TEMP_002617,LinkedIn,119.68.184.47,137,2024-07-09 09:53:09,"Bilbao, España",C0026,,mobile,False
TEMP_002618,Google Ads,197.223.46.136,80,2025-10-07 13:40:15,"Monterrey, México",C0015,,mobile,False
TEMP_002619,Instagram,182.74.234.208,900,2024-02-19 03:50:03,"Málaga, España",C0027,,mobile,False
TEMP_002620,Instagram,8.57.136.78,72,2025-01-26 15:56:16,"Ciudad de México, México",C0005,,mobile,False
TEMP_002621,LinkedIn,241.66.118.66,200,2024-07-24 09:51:05,"Zaragoza, España",C0002,,tablet,False
TEMP_002622,Instagram,231.194.253.98,24,2025-08-10 06:48:09,"Oporto, Portugal",C0007,,mobile,False
TEMP_002623,LinkedIn,144.147.58.237,214,2024-04-07 17:22:41,"Medellín, Colombia",C0019,U0090,tablet,True
TEMP_002624,Google,117.32.40.142,231,2024-04-11 18:39:13,"Valencia, España",C0015,,desktop,False
TEMP_002625,Instagram,209.178.187.199,239,2024-03-31 10:27:06,"Madrid, España",,,desktop,False
TEMP_002626,Instagram,215.235.92.185,10,2024-03-23 20:35:26,"Madrid, España",C0023,,tablet,False
TEMP_002627,Google Ads,72.176.14.14,720,2025-10-12 13:41:45,"Milán, Italia",C0024,,mobile,False
TEMP_002628,LinkedIn,51.139.233.153,408,2024-12-16 14:45:53,"Sevilla, España",C0004,,desktop,False
TEMP_002629,LinkedIn,144.178.226.149,123,2024-07-24 13:41:53,"Oporto, Portugal",,,mobile,False
TEMP_002630,Instagram,189.104.254.124,10,2025-03-26 14:21:25,"Bilbao, España",C0007,U00455,mobile,True
TEMP_002631,Google,228.247.225.84,170,2024-06-08 12:37:56,"Zaragoza, España",C0007,,mobile,False
TEMP_002632,LinkedIn,96.200.237.155,115,2025-06-13 21:00:57,"Guadalajara, México",C0019,,desktop,False
TEMP_002633,Google,156.124.180.65,529,2024-09-03 14:49:36,"Lima, Perú",,,tablet,False
TEMP_002634,Instagram,219.106.159.137,90,2025-06-07 08:20:28,"Bilbao, España",,,mobile,False
TEMP_002635,Instagram,214.204.214.32,302,2025-06-03 00:15:01,"Málaga, España",C0012,,desktop,False
TEMP_002636,Instagram,63.233.33.197,50,2025-11-06 18:19:30,"Cali, Colombia",C0020,,mobile,False
TEMP_002637,LinkedIn,162.89.9.3,215,2025-04-16 15:15:24,"Zaragoza, España",C0024,U00687,mobile,True
TEMP_002638,LinkedIn,228.26.190.37,49,2024-10-30 16:59:59,"Valencia, España",C0025,,mobile,False
TEMP_002639,Google,102.26.163.27,288,2025-06-23 09:20:53,"Bilbao, España",C0010,,desktop,False
TEMP_002640,Instagram,160.245.189.168,408,2024-07-05 06:04:23,"Lyon, Francia",,U00520,mobile,True
TEMP_002641,Instagram,187.144.99.158,68,2025-01-19 07:01:59,"Bilbao, España",C0018,,mobile,False
TEMP_002642,Google Ads,226.67.193.177,529,2024-07-08 08:49:43,"Ciudad de México, México",C0020,,mobile,False
TEMP_002643,LinkedIn,190.239.83.113,68,2024-02-24 18:06:06,"Monterrey, México",C0028,,desktop,False
TEMP_002644,Instagram,38.219.71.128,60,2024-06-03 07:18:00,"Milán, Italia",C0008,,tablet,False
TEMP_002645,Instagram,143.182.162.143,127,2024-12-14 09:42:25,"Bilbao, España",C0003,,mobile,False
TEMP_002646,LinkedIn,173.64.131.115,249,2024-12-22 07:10:59,"Madrid, España",C0012,,desktop,False
TEMP_002647,Google Ads,157.66.124.8,56,2025-05-20 11:07:10,"Lima, Perú",C0031,,desktop,False
TEMP_002648,Google Ads,133.27.186.216,505,2025-08-18 09:00:16,"Valencia, España",C0011,,mobile,False
TEMP_002649,Instagram,101.223.133.141,504,2025-02-11 09:48:14,"Roma, Italia",C0031,U0068,mobile,True
TEMP_002650,Google Ads,181.127.203.118,305,2024-01-03 11:37:00,"Valencia, España",C0019,,tablet,False
TEMP_002651,LinkedIn,234.227.97.214,290,2024-05-19 14:54:31,"Medellín, Colombia",C0006,,mobile,False
TEMP_002652,Google Ads,35.128.86.6,75,2025-02-11 08:22:41,"Santiago, Chile",,,mobile,False
TEMP_002653,Google Ads,145.157.135.115,60,2025-04-08 05:40:37,"Barcelona, España",C0001,U00239,tablet,True
TEMP_002654,LinkedIn,56.44.207.20,183,2025-09-07 13:13:47,"Cali, Colombia",C0006,,tablet,False
TEMP_002655,Instagram,195.89.184.55,114,2024-11-11 07:15:55,"Barcelona, España",C0021,,desktop,False
TEMP_002656,Google,129.142.156.92,60,2025-05-06 16:03:23,"Málaga, España",C0023,,tablet,False
TEMP_002657,Instagram,95.198.209.251,564,2025-03-31 17:01:35,"Bogotá, Colombia",,,mobile,False
TEMP_002658,Instagram,174.224.96.89,187,2024-05-24 10:44:37,"Buenos Aires, Argentina",,U00275,desktop,False
TEMP_002659,Google,135.53.120.101,635,2024-03-06 05:05:17,"Bilbao, España",C0018,,mobile,False
TEMP_002660,LinkedIn,142.73.229.162,558,2024-01-18 19:10:18,"Medellín, Colombia",,,tablet,False
TEMP_002661,LinkedIn,160.209.5.67,634,2025-06-02 22:39:37,"Córdoba, Argentina",C0005,,mobile,False
TEMP_002662,LinkedIn,47.159.87.180,701,2025-04-12 13:17:31,"Madrid, España",C0024,,mobile,False
TEMP_002663,Google,241.94.84.124,372,2025-10-03 14:22:47,"Madrid, España",C0014,,mobile,False
TEMP_002664,Instagram,38.121.38.104,86,2025-11-01 16:15:25,"Málaga, España",C0001,,desktop,False
TEMP_002665,Instagram,154.94.158.227,273,2024-10-19 18:19:19,"Valparaíso, Chile",C0002,U00130,mobile,False
TEMP_002666,LinkedIn,125.114.116.76,80,2024-04-04 17:56:15,"Málaga, España",C0025,,desktop,False
TEMP_002667,LinkedIn,162.125.58.192,25,2025-05-17 16:42:57,"Buenos Aires, Argentina",C0017,,mobile,False
TEMP_002668,Google,225.100.133.241,107,2024-11-29 08:53:50,"Arequipa, Perú",,,mobile,False
TEMP_002669,LinkedIn,203.148.113.163,60,2024-01-08 10:22:38,"Barcelona, España",C0005,,desktop,False
TEMP_002670,Google,247.213.82.103,842,2024-12-22 11:38:40,"Valencia, España",C0020,,mobile,False
TEMP_002671,Instagram,114.154.70.138,60,2024-01-31 11:08:59,"Ciudad de México, México",C0015,,desktop,False
TEMP_002672,Google,28.242.75.83,161,2025-09-15 03:06:27,"Málaga, España",C0025,,tablet,False
TEMP_002673,Instagram,42.96.249.152,60,2025-02-14 18:39:29,"Valparaíso, Chile",,,desktop,False
TEMP_002674,Google Ads,171.152.85.201,370,2025-02-19 17:32:13,"Barcelona, España",C0017,,mobile,False
TEMP_002675,LinkedIn,88.203.252.3,404,2024-08-10 20:21:48,"Lisboa, Portugal",,U00346,mobile,True
TEMP_002676,Google Ads,43.195.31.183,146,2025-09-11 13:27:28,"Barcelona, España",C0006,,tablet,False
TEMP_002677,LinkedIn,63.149.166.81,60,2025-02-15 05:27:11,"Barcelona, España",,,desktop,False
TEMP_002678,LinkedIn,219.232.55.188,536,2025-09-15 17:22:27,"Lyon, Francia",C0011,,tablet,False
TEMP_002679,Instagram,196.119.14.19,60,2024-01-18 10:16:28,"Madrid, España",,,mobile,False
TEMP_002680,LinkedIn,209.78.65.181,381,2024-03-27 15:34:33,"Lyon, Francia",C0026,U00570,desktop,True
TEMP_002681,Instagram,31.234.98.125,10,2025-10-01 14:14:28,"Lyon, Francia",C0022,,mobile,False
TEMP_002682,Google Ads,197.97.191.101,60,2025-11-15 07:20:27,"Valparaíso, Chile",C0018,,desktop,False
TEMP_002683,Google,93.52.188.27,299,2025-09-14 08:29:26,"Rosario, Argentina",C0020,U00286,tablet,True
TEMP_002684,Google,239.106.63.64,218,2025-01-06 14:25:09,"Rosario, Argentina",,,tablet,False
TEMP_002685,Google Ads,12.35.21.186,208,2024-04-16 17:09:52,"Sevilla, España",C0023,,mobile,False
TEMP_002686,Instagram,50.61.80.45,211,2024-08-05 14:02:37,"Madrid, España",,,tablet,False
TEMP_002687,LinkedIn,222.22.49.58,625,2024-09-24 15:50:24,"Valencia, España",C0017,U00548,mobile,True
TEMP_002688,Google Ads,22.64.47.87,60,2025-08-10 14:21:26,"Madrid, España",,,mobile,False
TEMP_002689,LinkedIn,201.165.151.177,445,2025-08-10 11:23:23,"Monterrey, México",C0004,,desktop,False
TEMP_002690,LinkedIn,241.33.136.49,76,2024-10-19 07:19:25,"Rosario, Argentina",,,mobile,False
TEMP_002691,LinkedIn,116.230.161.162,15,2024-01-21 03:23:15,"Madrid, España",C0016,,mobile,False
TEMP_002692,Instagram,25.207.182.91,60,2024-07-11 16:04:34,"Sevilla, España",,,desktop,False
TEMP_002693,Instagram,236.215.0.101,755,2025-04-10 13:48:45,"Ciudad de México, México",C0023,,desktop,False
TEMP_002694,Instagram,210.154.47.198,597,2025-08-20 16:27:05,"Zaragoza, España",C0003,,desktop,False
TEMP_002695,Instagram,219.52.176.210,25,2025-03-04 01:58:54,"Cali, Colombia",,,mobile,False
TEMP_002696,Google,181.85.118.119,291,2025-02-21 16:23:19,"Barcelona, España",C0005,,desktop,False
TEMP_002697,Google Ads,79.34.47.163,300,2024-07-21 10:35:18,"Lima, Perú",C0024,,mobile,False
TEMP_002698,LinkedIn,58.202.202.105,263,2024-02-12 00:57:05,"Bilbao, España",C0027,,mobile,False
TEMP_002699,LinkedIn,93.250.3.66,167,2024-09-07 14:05:05,"Valparaíso, Chile",C0009,,mobile,False
TEMP_002700,Instagram,177.223.117.184,134,2025-01-02 12:06:41,"Barcelona, España",C0005,U00240,desktop,True
TEMP_002701,LinkedIn,56.237.149.189,62,2024-05-10 09:01:01,"Madrid, España",,,mobile,False
TEMP_002702,Instagram,45.126.186.106,377,2025-06-27 19:28:26,"Barcelona, España",C0010,,mobile,False
TEMP_002703,Google,245.212.33.214,184,2025-08-11 16:04:17,"París, Francia",C0009,,tablet,False
TEMP_002704,Google,98.150.104.179,102,2025-09-10 11:53:14,"Monterrey, México",C0023,,tablet,False
TEMP_002705,LinkedIn,110.118.149.56,892,2025-11-07 13:02:35,"Zaragoza, España",C0009,,desktop,False
TEMP_002706,Google,109.12.14.167,60,2025-09-27 15:39:19,"Arequipa, Perú",C0012,,desktop,False
TEMP_002707,Google,71.171.194.169,137,2025-07-17 17:38:21,"Valencia, España",C0030,,tablet,False
